iter	RMSE
244	0.6159244324
245	0.6157004716
246	0.6155122511
247	0.6152660875
248	0.6151338078
249	0.6149652655
250	0.6147654377
251	0.6144454942
252	0.6142034153
253	0.6140383996
254	0.6138243167
255	0.6136361626
256	0.6134161703
257	0.6131240179
258	0.6128538183
259	0.6127101824
260	0.6125413137
261	0.6122870903
262	0.6120070239
263	0.6117064344
264	0.6115489725
265	0.6112132771
266	0.6109916744
267	0.6108379529
268	0.6106454152
269	0.6103861496
270	0.6102086484
271	0.6099561041
272	0.6098273808
273	0.6095964251
274	0.6094257363
275	0.6091048437
276	0.6089233445
277	0.6086045644
278	0.6084027753
279	0.6081650537
280	0.6079969559
281	0.6076992371
282	0.6073892101
283	0.607233523
284	0.6069314129
285	0.6066781538
286	0.6064537338
287	0.6062396973
288	0.606013614
289	0.605800512
290	0.6055686412
291	0.6053307877
292	0.6050972818
293	0.6049330885
294	0.6047310051
295	0.6046008105
296	0.6043071073
297	0.6040248745
298	0.6037828073
299	0.6036867927
300	0.6034933022
301	0.6032754686
302	0.6030126924
303	0.602832057
304	0.6026944164
305	0.6023861447
306	0.6022009869
307	0.6019584076
308	0.601577283
309	0.6013407356
310	0.6011247522
311	0.6009509912
312	0.6007338629
313	0.600560285
314	0.6003087571
315	0.6000426231
316	0.5997957835
317	0.5996097948
318	0.5994956147
319	0.5992329686
320	0.5990442449
321	0.5988335589
322	0.5986002476
323	0.5984306094
324	0.5982294454
325	0.5980068184
326	0.5978898195
327	0.5975945959
328	0.5973503
329	0.5972365808
330	0.59701603
331	0.5968141125
332	0.5966198717
333	0.5963765901
334	0.5961927859
335	0.5960173754
336	0.5958343382
337	0.5956333305
338	0.5953411431
339	0.5951072576
340	0.5949358551
341	0.5946556523
342	0.5945299149
343	0.5942852066
344	0.594028555
345	0.5938008577
346	0.593586366
347	0.5933861781
348	0.5931576261
349	0.5929294194
350	0.5926916523
351	0.5925075982
352	0.5922427474
353	0.5920752529
354	0.5918576655
355	0.5916693874
356	0.5915139561
357	0.5913420552
358	0.5912547165
359	0.5910925563
360	0.5908665632
361	0.590567588
362	0.5902808
363	0.5900801547
364	0.5898705438
365	0.5896464588
366	0.5894027454
367	0.5891072416
368	0.5888768117
369	0.5887210293
370	0.5885750383
371	0.58844317
372	0.5882791337
373	0.5880645267
374	0.5879766898
375	0.5878169942
376	0.5876913825
377	0.5874605086
378	0.5873236224
379	0.5870607218
380	0.5868633951
381	0.5866403689
382	0.5864179398
383	0.5861914728
384	0.5860796258
385	0.5859666222
386	0.5858752337
387	0.5856855759
388	0.585485814
389	0.5852239349
390	0.5849981634
391	0.5848459045
392	0.5846834465
393	0.5844362028
394	0.5842569959
395	0.5840705998
396	0.5839448533
397	0.5837755088
398	0.5835183939
399	0.5833662692
400	0.5831335039
401	0.5829309761
402	0.5827056482
403	0.5825745198
404	0.5823801706
405	0.582144705
406	0.5819318993
407	0.5817496452
408	0.5816287128
409	0.5814205058
410	0.581269254
411	0.5809801107
412	0.5807732083
413	0.580385282
414	0.5801878413
415	0.5799671798
416	0.5797421096
417	0.5796288046
418	0.5794334258
419	0.5792565011
420	0.5789810813
421	0.5788583864
422	0.5787585402
423	0.5785719014
424	0.5784100843
425	0.5781757705
426	0.5779283078
427	0.5777248159
428	0.5775467351
429	0.5772401895
430	0.5769744058
431	0.5767676177
432	0.5765725205
433	0.576389093
434	0.5761966335
435	0.576032821
436	0.575840348
437	0.5757260015
438	0.5755569767
439	0.5753776734
440	0.5752212999
441	0.575047282
442	0.5748891093
443	0.5747504785
444	0.5746287612
445	0.5743931217
446	0.5742108192
447	0.5740902636
448	0.5739273663
449	0.5736266004
450	0.5735119299
451	0.5732979474
452	0.5731318783
453	0.5728505235
454	0.5727330637
455	0.5725885914
456	0.5723401732
457	0.5721011451
458	0.5718986665
459	0.5716676272
460	0.5714425132
461	0.5711882201
462	0.5710673659
463	0.5708153961
464	0.5705409898
465	0.5703690152
466	0.5702092006
467	0.5700453583
468	0.5698723381
469	0.5696376148
470	0.5695117742
471	0.5693339611
472	0.5691837261
473	0.5690117944
474	0.5688331859
475	0.5685768437
476	0.5684355174
477	0.5682056989
478	0.5680258427
479	0.5678016967
480	0.5676164434
481	0.5674243697
482	0.5672236146
483	0.5670330705
484	0.5667916876
485	0.5666062325
486	0.5664723617
487	0.566260215
488	0.56607578
489	0.5659076888
490	0.5656852609
491	0.565524566
492	0.5653525421
493	0.5651954507
494	0.5649888279
495	0.5648197609
496	0.5645726557
497	0.5643429864
498	0.5641791325
499	0.5639076152
500	0.5637269932
501	0.5634751489
502	0.5632804135
503	0.563046399
504	0.5629552937
505	0.562809309
506	0.5626315109
507	0.5623309382
508	0.5621406463
509	0.5619593404
510	0.5617492907
511	0.561469872
512	0.5612542926
513	0.5610554431
514	0.5609313172
515	0.5607998405
516	0.5606771405
517	0.5604381624
518	0.5602518496
519	0.5601402413
520	0.559917836
521	0.559745966
522	0.5596127529
523	0.5594491074
524	0.5593287659
525	0.5590517437
526	0.5588873813
527	0.5586328255
528	0.5584511854
529	0.5582683717
530	0.5580715059
531	0.5579169742
532	0.5576734662
533	0.5574906849
534	0.557388309
535	0.5571859968
536	0.5569720872
537	0.5567818098
538	0.5566531957
539	0.5564144451
540	0.5561786626
541	0.5560132342
542	0.5558482079
543	0.5557037594
544	0.5555128782
545	0.5553486877
546	0.5551589299
547	0.5549996107
548	0.554839984
549	0.5547102356
550	0.5545340002
551	0.5543891366
552	0.5542211167
553	0.5541001632
554	0.5539482533
555	0.5536659775
556	0.5534942152
557	0.553257601
558	0.5531549993
559	0.5529835151
560	0.5527949619
561	0.5525800874
562	0.5523426997
563	0.5522188836
564	0.5520737183
565	0.5518894652
566	0.5517068141
567	0.551552336
568	0.551357021
569	0.5511890437
570	0.5510679584
571	0.5509104249
572	0.5506175669
573	0.5504429603
574	0.5503037389
575	0.5500837463
576	0.5498555385
577	0.5496595457
578	0.5494452403
579	0.5492417484
580	0.5490020096
581	0.5488301411
582	0.5486380397
583	0.5485029045
584	0.5483185391
585	0.5482086573
586	0.5480968525
587	0.5479369091
588	0.5476706087
589	0.5474546907
590	0.5472071825
591	0.5470700669
592	0.5468955956
593	0.5467194023
594	0.5465363693
595	0.5463698948
596	0.546255486
597	0.5461033018
598	0.5458936303
599	0.5457015187
600	0.5455274228
601	0.5453874559
602	0.5451616573
603	0.5449447617
604	0.5447481386
605	0.5446319502
606	0.5445236527
607	0.5443207722
608	0.5441815051
609	0.5439801405
610	0.5438306815
611	0.5436829725
612	0.5434936962
613	0.543313978
614	0.5432041797
615	0.5430238892
616	0.5428979651
617	0.5426442344
618	0.5424332297
619	0.5423417262
620	0.5420883022
621	0.5419263221
622	0.541773745
623	0.5416498162
624	0.5413929954
625	0.5412570019
626	0.5410076626
627	0.5408575125
628	0.5407264945
629	0.5405681045
630	0.5404354511
631	0.5402621537
632	0.5401057883
633	0.5398488858
634	0.5396611997
635	0.5395314139
636	0.5394046911
637	0.5392865869
638	0.539118952
639	0.5389805242
640	0.5387748607
641	0.5386236326
642	0.5384467828
643	0.5382377155
644	0.5380991326
645	0.5379568468
646	0.5378351403
647	0.5376701516
648	0.5374717552
649	0.5372863813
650	0.5371160161
651	0.5368084898
652	0.5365874491
653	0.5364707514
654	0.536240436
655	0.536139104
656	0.5359823764
657	0.5358582623
658	0.5357648156
659	0.535585171
660	0.5354835457
661	0.5353738728
662	0.5352687999
663	0.5351425167
664	0.5350235225
665	0.5348534786
666	0.5346815588
667	0.5345314607
668	0.5343992198
669	0.534204919
670	0.5339445383
671	0.5337933271
672	0.5336590181
673	0.5334078453
674	0.5331978028
675	0.5330028265
676	0.532889067
677	0.5327686185
678	0.5326340839
679	0.5325295218
680	0.5323640077
681	0.5322170326
682	0.5320580358
683	0.5318759792
684	0.5316929933
685	0.5315824686
686	0.5314296968
687	0.5312729262
688	0.531106869
689	0.5309950483
690	0.5307815437
691	0.5305250831
692	0.5303484249
693	0.5302467778
694	0.5301333005
695	0.5299318611
696	0.5298491586
697	0.5296907073
698	0.5296278046
699	0.5294998377
700	0.5293231095
701	0.5292071974
702	0.528928722
703	0.5288366923
704	0.52870931
705	0.5285766278
706	0.5284244681
707	0.5282110105
708	0.5280404214
709	0.5278038287
710	0.5275515163
711	0.5273656816
712	0.5272356871
713	0.5270111309
714	0.5269243445
715	0.5267753635
716	0.5266128215
717	0.5264655552
718	0.5262815168
719	0.5260678324
720	0.5259488084
721	0.5258099437
722	0.5256790966
723	0.5255242761
724	0.5253580557
725	0.5252550772
726	0.5251076702
727	0.5250005382
728	0.5247932884
729	0.5246187715
730	0.5244131771
731	0.5242550707
732	0.5241580365
733	0.5240215366
734	0.5239526376
735	0.5236592767
736	0.5235574398
737	0.523416909
738	0.5232765405
739	0.5230730237
740	0.5229985128
741	0.5227995533
742	0.5226754015
743	0.5225376172
744	0.5222739836
745	0.5221027594
746	0.5219314779
747	0.521807651
748	0.5216679634
749	0.5214587325
750	0.5213140611
751	0.5212057447
752	0.5210954425
753	0.5209876819
754	0.5208765144
755	0.5207572007
756	0.520657811
757	0.5205353759
758	0.5204608378
759	0.5202800924
760	0.5201753082
761	0.5200310493
762	0.519913657
763	0.5197341764
764	0.519606836
765	0.519342684
766	0.519209373
767	0.519043187
768	0.51891741
769	0.5188136474
770	0.5187368194
771	0.5185679047
772	0.5184092595
773	0.5182452917
774	0.5181236196
775	0.5179869518
776	0.517782249
777	0.5176363937
778	0.5174926212
779	0.5173403763
780	0.517277281
781	0.5171551275
782	0.5170044264
783	0.5167999037
784	0.5166681278
785	0.5165515494
786	0.5164661632
787	0.5163721007
788	0.5161503168
789	0.5159346837
790	0.5157347877
791	0.5156402269
792	0.5154678713
793	0.5153188001
794	0.515169218
795	0.5150608917
796	0.514853387
797	0.5146206115
798	0.5145226513
799	0.514329008
800	0.5142454311
801	0.5141037775
802	0.5140245612
803	0.5138990781
804	0.5137071739
805	0.513604722
806	0.5134841452
807	0.5133230251
808	0.5132247891
809	0.5130951167
810	0.512884876
811	0.5127362242
812	0.5126375833
813	0.5124679127
814	0.5123574588
815	0.5121495974
816	0.5120100274
817	0.5119073297
818	0.511741179
819	0.5115958298
820	0.5114183523
821	0.5112555196
822	0.5111040342
823	0.5108463595
824	0.510652282
825	0.5104687281
826	0.5103421925
827	0.5102358017
828	0.510075086
829	0.5099030692
830	0.5097917775
831	0.5096591561
832	0.5095588499
833	0.5093373557
834	0.5091511505
835	0.5090050727
836	0.5088430221
837	0.50865836
838	0.508561031
839	0.5084170136
840	0.5083005894
841	0.5081001859
842	0.5079927446
843	0.5078654347
844	0.5077359433
845	0.5076044066
846	0.5074229544
847	0.5073312466
848	0.5071408055
849	0.5070190355
850	0.5068359422
851	0.5066394206
852	0.5065593635
853	0.5064119363
854	0.5062851978
855	0.5061537199
856	0.5060204229
857	0.5059235515
858	0.5057490205
859	0.5056147713
860	0.5054758146
861	0.5053687006
862	0.5051579946
863	0.5049773462
864	0.5048094297
865	0.5047348413
866	0.504623055
867	0.5044526688
868	0.504303634
869	0.5041201371
870	0.50395238
871	0.5038312876
872	0.5035710762
873	0.5033967946
874	0.5032029576
875	0.503128027
876	0.5029873312
877	0.5027994093
878	0.5026900921
879	0.5025589863
880	0.5023925222
881	0.5022439655
882	0.5021160744
883	0.5019459299
884	0.5018115612
885	0.5015916629
886	0.5014585043
887	0.501351232
888	0.501068859
889	0.5009716733
890	0.5008428174
891	0.5007521
892	0.5005635948
893	0.5003448641
894	0.5002203222
895	0.5000930917
896	0.4999554606
897	0.4997020937
898	0.4995841308
899	0.4993913187
900	0.499277365
901	0.4990532006
902	0.4989249903
903	0.4987561527
904	0.498649256
905	0.498563571
906	0.4983992657
907	0.4982627502
908	0.4980734154
909	0.4979202227
910	0.4978097889
911	0.4976894809
912	0.4975270374
913	0.497336075
914	0.4970977869
915	0.4968791914
916	0.4967624013
917	0.49663445
918	0.496450261
919	0.4963247558
920	0.4961880182
921	0.4960409167
922	0.4959383636
923	0.4958383973
924	0.4957076625
925	0.4955642004
926	0.4953844037
927	0.4952110089
928	0.4950751885
929	0.494942168
930	0.4947803438
931	0.4946771514
932	0.4945766034
933	0.494431771
934	0.494289187
935	0.4941464688
936	0.494041512
937	0.4939273181
938	0.4937822292
939	0.493674617
940	0.4934940031
941	0.4933337285
942	0.4932255337
943	0.4931081962
944	0.4929775616
945	0.4928857275
946	0.4927890062
947	0.4926747602
948	0.4925541044
949	0.4924466658
950	0.492223905
951	0.4921225162
952	0.4919990457
953	0.4918481335
954	0.4916872295
955	0.4916017201
956	0.4915043295
957	0.4913306952
958	0.4912156165
959	0.4911106258
960	0.4908853068
961	0.4907129017
962	0.4905711885
963	0.4903846571
964	0.4902860753
965	0.4901642694
966	0.4900358321
967	0.4899055522
968	0.4897458075
969	0.4895692588
970	0.4894875828
971	0.4893650565
972	0.4892914897
973	0.4891949523
974	0.4890773035
975	0.489016576
976	0.4888858739
977	0.4887312648
978	0.488519992
979	0.4883184107
980	0.4882374636
981	0.4880659485
982	0.4879728923
983	0.4878300354
984	0.4877081113
985	0.4875949542
986	0.4875118301
987	0.4872895474
988	0.4871211513
989	0.4869987065
990	0.4868196748
991	0.4867129216
992	0.4865178617
993	0.4863642024
994	0.4862537396
995	0.4860832961
996	0.485968566
997	0.4858559057
998	0.4857714986
999	0.4856061284
1000	0.4854911086
1001	0.4853747092
1002	0.4852517495
1003	0.4850622942
1004	0.4849416305
1005	0.4848118383
1006	0.4846583569
1007	0.4845118235
1008	0.4843877022
1009	0.4842384453
1010	0.4841180965
1011	0.4840134515
1012	0.483891389
1013	0.4837640005
1014	0.4836490519
1015	0.4834278602
1016	0.4832276751
1017	0.4830525277
1018	0.4828867061
1019	0.482752489
1020	0.4825775039
1021	0.482334943
1022	0.4821992726
1023	0.4820457242
1024	0.4818888719
1025	0.4817870508
1026	0.4816996189
1027	0.4815770866
1028	0.4814796349
1029	0.4813716135
1030	0.4812141819
1031	0.4810527434
1032	0.4809477961
1033	0.480783528
1034	0.4807044661
1035	0.4805355165
1036	0.4803898605
1037	0.4802816347
1038	0.480184104
1039	0.4800727082
1040	0.4799569541
1041	0.4798426151
1042	0.4797426915
1043	0.4796364537
1044	0.4795160225
1045	0.4793634102
1046	0.4791850028
1047	0.4790936868
1048	0.4789490629
1049	0.4788101805
1050	0.4786820755
1051	0.478550112
1052	0.4784317656
1053	0.4782704704
1054	0.4781911743
1055	0.4780206052
1056	0.477914569
1057	0.4778380594
1058	0.4776967358
1059	0.4775464041
1060	0.4773624147
1061	0.4772371355
1062	0.477101186
1063	0.4770033303
1064	0.4768844962
1065	0.4767357256
1066	0.4766157491
1067	0.4765113738
1068	0.4763697335
1069	0.4761828504
1070	0.4760035249
1071	0.4759002704
1072	0.4758015737
1073	0.4757055495
1074	0.4756389012
1075	0.4755163085
1076	0.4753548567
1077	0.4752098007
1078	0.4751350558
1079	0.4750108874
1080	0.4748467632
1081	0.474751633
1082	0.4746289025
1083	0.4744586515
1084	0.4743363546
1085	0.4740982233
1086	0.4739914186
1087	0.4738454187
1088	0.4737366351
1089	0.4735849263
1090	0.4734440045
1091	0.4733685364
1092	0.4732465525
1093	0.4731776484
1094	0.4729978041
1095	0.4728749508
1096	0.4727402835
1097	0.4726096557
1098	0.4724605874
1099	0.4723440334
1100	0.4721816609
1101	0.4719769522
1102	0.4718691506
1103	0.471710971
1104	0.4716236994
1105	0.4715034179
1106	0.4714335889
1107	0.4713464702
1108	0.4711795051
1109	0.4710867807
1110	0.4709276072
1111	0.4708326676
1112	0.4706959424
1113	0.4704774192
1114	0.4703203423
1115	0.4701975225
1116	0.4700909948
1117	0.4699465727
1118	0.4698446882
1119	0.4697376047
1120	0.4696491375
1121	0.469536018
1122	0.4694643678
1123	0.4693782854
1124	0.4692278978
1125	0.4690870954
1126	0.4689323473
1127	0.4687056029
1128	0.468626194
1129	0.4684869837
1130	0.4684118711
1131	0.4682471631
1132	0.4680868652
1133	0.4679800208
1134	0.46781297
1135	0.467671543
1136	0.4674942373
1137	0.4673514685
1138	0.4672171757
1139	0.4671121889
1140	0.4670132147
1141	0.4667996652
1142	0.4666430974
1143	0.4664857595
1144	0.4663462265
1145	0.4662254393
1146	0.4661349872
1147	0.4660029245
1148	0.4658912824
1149	0.4658074821
1150	0.4656662984
1151	0.4655625406
1152	0.4654980492
1153	0.4653702073
1154	0.4652568804
1155	0.4651340249
1156	0.4649946986
1157	0.46489708
1158	0.4647983553
1159	0.4646966489
1160	0.4645327136
1161	0.4644151096
1162	0.4642977473
1163	0.4641984612
1164	0.464082694
1165	0.4639750682
1166	0.4638300408
1167	0.463781243
1168	0.4636654058
1169	0.463604526
1170	0.463424503
1171	0.4632938783
1172	0.4631086919
1173	0.4629201156
1174	0.4627457623
1175	0.4626496557
1176	0.462430911
1177	0.4623315224
1178	0.4622108745
1179	0.4620905221
1180	0.4620068012
1181	0.4618884115
1182	0.4616985068
1183	0.4615584806
1184	0.4614238058
1185	0.4613094912
1186	0.4611637111
1187	0.4610915728
1188	0.460977823
1189	0.4608083257
1190	0.4607099032
1191	0.4605482965
1192	0.4604023914
1193	0.460301926
1194	0.4601237378
1195	0.4599443771
1196	0.4598350964
1197	0.4596882576
1198	0.4595649812
1199	0.4594468283
1200	0.4593430388
1201	0.4592756112
1202	0.459147065
1203	0.4590709487
1204	0.4589811467
1205	0.4588982861
1206	0.4587212635
1207	0.4585919106
1208	0.4585059873
1209	0.4583660621
1210	0.4582258328
1211	0.4580795194
1212	0.4579376887
1213	0.4577728746
1214	0.4576516559
1215	0.457534808
1216	0.4574101375
1217	0.457307411
1218	0.4571716183
1219	0.456992126
1220	0.4569438343
1221	0.4568364376
1222	0.4566922898
1223	0.4566029554
1224	0.4564538161
1225	0.4563652911
1226	0.456269131
1227	0.4561364207
1228	0.456037879
1229	0.4559169813
1230	0.4558241972
1231	0.4557284431
1232	0.4555886382
1233	0.4554526281
1234	0.455369398
1235	0.4552645975
1236	0.4551397493
1237	0.4550066048
1238	0.4548425055
1239	0.4546938922
1240	0.4545723609
1241	0.4544527205
1242	0.4543630726
1243	0.4542425359
1244	0.4540992664
1245	0.453987365
1246	0.4538728938
1247	0.4537723282
1248	0.4536187819
1249	0.4535273695
1250	0.4534213365
1251	0.4533351757
1252	0.4532592945
1253	0.4531849259
1254	0.4530135917
1255	0.4528771211
1256	0.4527693212
1257	0.4525971312
1258	0.4525199006
1259	0.452331903
1260	0.4521878104
1261	0.4520113761
1262	0.4519035601
1263	0.4518078213
1264	0.451684004
1265	0.4515821413
1266	0.4513886664
1267	0.4513038526
1268	0.4511836914
1269	0.4510207049
1270	0.4508576395
1271	0.4507480526
1272	0.450675104
1273	0.4505878612
1274	0.4504780251
1275	0.450344102
1276	0.450246258
1277	0.4501033585
1278	0.449992697
1279	0.4498237593
1280	0.4497480925
1281	0.4496562296
1282	0.4495633737
1283	0.4494370237
1284	0.449286707
1285	0.4492222314
1286	0.449079235
1287	0.4489640857
1288	0.44884537
1289	0.4486990233
1290	0.4485439629
1291	0.4484710285
1292	0.4483534133
1293	0.4482174053
1294	0.44807273
1295	0.4479129808
1296	0.4477572588
1297	0.4476588167
1298	0.4475623342
1299	0.4474784988
1300	0.4473314409
1301	0.4472063229
1302	0.4470608742
1303	0.446978043
1304	0.4467857376
1305	0.4467183864
1306	0.4465933609
1307	0.4464353207
1308	0.4463119096
1309	0.4462016032
1310	0.4460610425
1311	0.4459490483
1312	0.4458075063
1313	0.4456828706
1314	0.4455444645
1315	0.4454193826
1316	0.4452583715
1317	0.4451183932
1318	0.4450235951
1319	0.4448104164
1320	0.4446620586
1321	0.4445517497
1322	0.4444493701
1323	0.4443630411
1324	0.4442495078
1325	0.4441477067
1326	0.4439394518
1327	0.4438749147
1328	0.4437450699
1329	0.443629261
1330	0.4435416166
1331	0.4434016453
1332	0.4433236327
1333	0.4432180622
1334	0.4431273622
1335	0.4430229422
1336	0.4428776595
1337	0.4427431618
1338	0.4425798389
1339	0.4424747243
1340	0.4424081905
1341	0.4422745171
1342	0.442169234
1343	0.4420299233
1344	0.4418493711
1345	0.4416582686
1346	0.4415413424
1347	0.441427555
1348	0.4413370924
1349	0.4412818489
1350	0.4411979947
1351	0.4410536083
1352	0.4409231748
1353	0.4408184772
1354	0.4406806883
1355	0.4405552703
1356	0.4404431189
1357	0.4403168803
1358	0.440253713
1359	0.4401469128
1360	0.4400899722
1361	0.4399566459
1362	0.4398656248
1363	0.439812323
1364	0.4397435601
1365	0.4396644972
1366	0.439567928
1367	0.4394929806
1368	0.4393669932
1369	0.439312182
1370	0.4392044233
1371	0.439108444
1372	0.4389446841
1373	0.4388260843
1374	0.4386900997
1375	0.438594874
1376	0.4384819977
1377	0.4383435104
1378	0.4382615783
1379	0.4380618149
1380	0.4379411645
1381	0.4378717014
1382	0.43775203
1383	0.4375832686
1384	0.4374449104
1385	0.437291218
1386	0.4371768292
1387	0.4370385536
1388	0.4369288238
1389	0.4367905495
1390	0.4366866983
1391	0.4365719091
1392	0.4364525967
1393	0.436387746
1394	0.4363204252
1395	0.436148115
1396	0.4360676756
1397	0.4358986136
1398	0.4357917527
1399	0.4356297111
1400	0.4353898089
1401	0.435257429
1402	0.4351870015
1403	0.4350780493
1404	0.4349793247
1405	0.4348898138
1406	0.4348062481
1407	0.434680647
1408	0.4344981186
1409	0.4344182898
1410	0.4343085785
1411	0.4342160311
1412	0.4341068957
1413	0.4340110692
1414	0.4338830239
1415	0.4337699277
1416	0.4336024783
1417	0.4334562542
1418	0.4332690778
1419	0.4331246612
1420	0.4329783693
1421	0.4328781771
1422	0.4327957252
1423	0.4326832513
1424	0.4325892893
1425	0.4325006079
1426	0.432402014
1427	0.4322837095
1428	0.4321807382
1429	0.4321061822
1430	0.4319354394
1431	0.4317779852
1432	0.4316584638
1433	0.4315405782
1434	0.4313914149
1435	0.4312279334
1436	0.4311359189
1437	0.4310429335
1438	0.4309335825
1439	0.43086194
1440	0.4307328843
1441	0.4306087861
1442	0.4305311243
1443	0.4304249679
1444	0.4302513966
1445	0.4301238326
1446	0.4300263884
1447	0.4298579815
1448	0.429757315
1449	0.4296392763
1450	0.4295256338
1451	0.4294291908
1452	0.4293060544
1453	0.429190233
1454	0.4291116737
1455	0.4290103728
1456	0.428929696
1457	0.428861788
1458	0.428771258
1459	0.4286323922
1460	0.4285513336
1461	0.4284324365
1462	0.4283071458
1463	0.4281897252
1464	0.4280671914
1465	0.4279896051
1466	0.4278837281
1467	0.4277888301
1468	0.4277153815
1469	0.4276565832
1470	0.427536427
1471	0.427416601
1472	0.427252469
1473	0.427164378
1474	0.4270027259
1475	0.4268885414
1476	0.426800028
1477	0.4266871844
1478	0.4265234033
1479	0.426448129
1480	0.4263326793
1481	0.426214416
1482	0.4261463801
1483	0.4260509872
1484	0.4259297995
1485	0.4258447276
1486	0.4257340465
1487	0.4256160603
1488	0.4254748111
1489	0.4253838556
1490	0.425270463
1491	0.4251984516
1492	0.4250801325
1493	0.4249716073
1494	0.424861681
1495	0.42477475
1496	0.4246899817
1497	0.4245823979
1498	0.4244405241
1499	0.4243308246
1500	0.4242442825
1501	0.4240976484
1502	0.4240141734
1503	0.4239499285
1504	0.4238245742
1505	0.423617037
1506	0.4235281739
1507	0.4234379108
1508	0.4233291377
1509	0.423213394
1510	0.4231081012
1511	0.4230068543
1512	0.4229183376
1513	0.4228296014
1514	0.4227145854
1515	0.422571101
