iter	RMSE
1516	0.4224679958
1517	0.4222893736
1518	0.4221597475
1519	0.4220083872
1520	0.4218989675
1521	0.4217734428
1522	0.4216412908
1523	0.4214378989
1524	0.4213201249
1525	0.4211972016
1526	0.4210415082
1527	0.4209365061
1528	0.4208286381
1529	0.4207310942
1530	0.4206268992
1531	0.4204317698
1532	0.4203393045
1533	0.4202348651
1534	0.4201014797
1535	0.4199961632
1536	0.4199094334
1537	0.4198153024
1538	0.4197445825
1539	0.4196681448
1540	0.4195438841
1541	0.4194544529
1542	0.4192958952
1543	0.4191487767
1544	0.4190645386
1545	0.4189498879
1546	0.4187850787
1547	0.4187111706
1548	0.4185542412
1549	0.4184603751
1550	0.4183623009
1551	0.4182581199
1552	0.4181533842
1553	0.4180028643
1554	0.4178322883
1555	0.4177208465
1556	0.4176316693
1557	0.417559326
1558	0.417405683
1559	0.4173152022
1560	0.41721785
1561	0.4170884703
1562	0.4170310159
1563	0.4169559171
1564	0.4168578644
1565	0.4167473744
1566	0.4166681518
1567	0.4165846339
1568	0.4165212486
1569	0.416419942
1570	0.4162883071
1571	0.416196889
1572	0.4160999696
1573	0.4160219656
1574	0.4159157251
1575	0.4158191748
1576	0.4157034733
1577	0.4155463028
1578	0.4154748037
1579	0.4154010963
1580	0.4153031175
1581	0.4152125783
1582	0.4150570296
1583	0.4149524044
1584	0.4148741705
1585	0.4147469761
1586	0.4146489099
1587	0.4145255632
1588	0.4144205116
1589	0.4143040935
1590	0.4141651548
1591	0.4139999001
1592	0.4138694394
1593	0.4137623037
1594	0.4136380846
1595	0.4135132666
1596	0.4134088797
1597	0.4133228642
1598	0.4132530717
1599	0.4131035925
1600	0.4130166053
1601	0.412924805
1602	0.4127969595
1603	0.4126931237
1604	0.4125738758
1605	0.4124479041
1606	0.4123922803
1607	0.4123319126
1608	0.4122154661
1609	0.4121299425
1610	0.4120292467
1611	0.4119617161
1612	0.4118022905
1613	0.4116306938
1614	0.411546403
1615	0.4114435086
1616	0.4113767475
1617	0.4112937374
1618	0.4112136314
1619	0.4110808978
1620	0.4110145173
1621	0.4109266483
1622	0.4108038779
1623	0.4106745252
1624	0.4106052811
1625	0.4105065794
1626	0.4104133985
1627	0.4103301223
1628	0.4101831241
1629	0.4100822209
1630	0.4099754489
1631	0.409877022
1632	0.4097989404
1633	0.4097042261
1634	0.4095710344
1635	0.4094599811
1636	0.4093741529
1637	0.4092771785
1638	0.4091783494
1639	0.4090991663
1640	0.4090092521
1641	0.4089307087
1642	0.4087888679
1643	0.4087025406
1644	0.4086160881
1645	0.4085205336
1646	0.4083923859
1647	0.4082539727
1648	0.4081216886
1649	0.4080250576
1650	0.4079253259
1651	0.4077520164
1652	0.4076503605
1653	0.4075456369
1654	0.4074733164
1655	0.4073586199
1656	0.4071998959
1657	0.4071113027
1658	0.4070122319
1659	0.4068759046
1660	0.4067733899
1661	0.406668922
1662	0.4066064897
1663	0.4064974424
1664	0.4063998465
1665	0.4062714014
1666	0.4061564601
1667	0.4060131147
1668	0.4059092396
1669	0.4058361035
1670	0.4057480761
1671	0.4056718981
1672	0.4055715042
1673	0.4054639116
1674	0.4053699446
1675	0.4052665872
1676	0.4052041262
1677	0.405077246
1678	0.4049955615
1679	0.4048860142
1680	0.4047726306
1681	0.404634368
1682	0.4044902443
1683	0.4043767289
1684	0.4042823808
1685	0.4041730651
1686	0.4041040893
1687	0.4039679617
1688	0.4039102077
1689	0.4037764778
1690	0.4036415375
1691	0.4035671819
1692	0.4034715738
1693	0.403396502
1694	0.4033284933
1695	0.4032557713
1696	0.4031539417
1697	0.4030579389
1698	0.4029474646
1699	0.4028443332
1700	0.402744567
1701	0.4026226238
1702	0.4025698649
1703	0.4024682763
1704	0.4023316157
1705	0.4022360897
1706	0.4020946682
1707	0.4019380188
1708	0.4018628008
1709	0.4017714852
1710	0.4016351228
1711	0.4014537394
1712	0.4013393087
1713	0.4012341224
1714	0.4010906836
1715	0.4009888306
1716	0.4009431147
1717	0.4008432913
1718	0.4007354416
1719	0.4006768672
1720	0.4005833883
1721	0.400432354
1722	0.4003421424
1723	0.4002558952
1724	0.4001714718
1725	0.400056115
1726	0.3999464872
1727	0.3997915242
1728	0.3996758582
1729	0.3995260763
1730	0.3994286117
1731	0.3993376945
1732	0.3991884365
1733	0.3990962928
1734	0.3990024659
1735	0.3988558513
1736	0.3987746711
1737	0.3987020102
1738	0.3986313797
1739	0.3985467057
1740	0.3984361206
1741	0.3983304516
1742	0.3982784658
1743	0.3981284205
1744	0.3980557669
1745	0.3979704709
1746	0.3978961047
1747	0.3978625103
1748	0.3977753814
1749	0.3976869075
1750	0.3975848494
1751	0.3974913302
1752	0.3974227079
1753	0.3973416604
1754	0.3972196629
1755	0.397107511
1756	0.3970099972
1757	0.3969009506
1758	0.3967699363
1759	0.3966728058
1760	0.3964920222
1761	0.396356836
1762	0.3962607279
1763	0.3961629012
1764	0.3960870829
1765	0.395992626
1766	0.3958990168
1767	0.3957424755
1768	0.3956579172
1769	0.3955733729
1770	0.3954921766
1771	0.3954085165
1772	0.3953269937
1773	0.3952490393
1774	0.3951457787
1775	0.3950588452
1776	0.3949961603
1777	0.3949003778
1778	0.3947861067
1779	0.3946476447
1780	0.3945722318
1781	0.3944549661
1782	0.3943562299
1783	0.3942641381
1784	0.3941365522
1785	0.3940191359
1786	0.3939474802
1787	0.3938695448
1788	0.3937099419
1789	0.3935889288
1790	0.3935118535
1791	0.3934337064
1792	0.3933432229
1793	0.3932294292
1794	0.3931520935
1795	0.3930760255
1796	0.3929412733
1797	0.3928370301
1798	0.3927289065
1799	0.392621585
1800	0.3925316002
1801	0.3924343611
1802	0.3923544822
1803	0.3922783465
1804	0.3922159868
1805	0.3921438753
1806	0.3920447049
1807	0.3919445737
1808	0.3918183794
1809	0.3917054491
1810	0.3916353168
1811	0.3914807213
1812	0.3913927381
1813	0.3912779703
1814	0.3911289607
1815	0.3910375716
1816	0.3909195076
1817	0.3907445342
1818	0.3906759012
1819	0.3905727067
1820	0.3904942499
1821	0.3904002968
1822	0.3902774926
1823	0.3902198316
1824	0.3901103917
1825	0.3899390751
1826	0.389859572
1827	0.3897987751
1828	0.3897286651
1829	0.3895806177
1830	0.3894960073
1831	0.3893922359
1832	0.3892895612
1833	0.3891883798
1834	0.3890411919
1835	0.3889091913
1836	0.3888252895
1837	0.3886852575
1838	0.3886227227
1839	0.3885674126
1840	0.3885089054
1841	0.3884450706
1842	0.3883564516
1843	0.3882769164
1844	0.3882207285
1845	0.3881379688
1846	0.3880418865
1847	0.3879582667
1848	0.3878844438
1849	0.3877975447
1850	0.3876577983
1851	0.3875743541
1852	0.3874788975
1853	0.3873859694
1854	0.3873301306
1855	0.3871731918
1856	0.3870819319
1857	0.3869904226
1858	0.3869467429
1859	0.3868595965
1860	0.386742115
1861	0.3866426398
1862	0.3865770304
1863	0.3865007028
1864	0.3863913108
1865	0.386289552
1866	0.3861990033
1867	0.3861201348
1868	0.3860561533
1869	0.3859838073
1870	0.3858779026
1871	0.3857801156
1872	0.3856771618
1873	0.3855346773
1874	0.3854679402
1875	0.3853250636
1876	0.3852128141
1877	0.3851542821
1878	0.3850207138
1879	0.3849017066
1880	0.3848398458
1881	0.3847551607
1882	0.3846412619
1883	0.384515068
1884	0.3844474585
1885	0.3843628646
1886	0.3842666241
1887	0.3841834285
1888	0.3840828055
1889	0.3839868525
1890	0.3839229362
1891	0.3838133373
1892	0.3837382114
1893	0.3836297957
1894	0.3835170926
1895	0.3834549616
1896	0.3833429513
1897	0.3832364154
1898	0.383160153
1899	0.3830879723
1900	0.3830288533
1901	0.3829151904
1902	0.382786989
1903	0.3827160479
1904	0.3826465322
1905	0.3825436037
1906	0.3824391064
1907	0.382271757
1908	0.3822002714
1909	0.3821094066
1910	0.3820273795
1911	0.381905363
1912	0.3818212885
1913	0.3817311444
1914	0.3816680587
1915	0.381588998
1916	0.3814751079
1917	0.3813757531
1918	0.381279793
1919	0.3811872928
1920	0.3811147664
1921	0.3810296892
1922	0.3809310989
1923	0.3808698952
1924	0.3808061486
1925	0.380722626
1926	0.3806191257
1927	0.3805576126
1928	0.3804498931
1929	0.38029869
1930	0.3801967797
1931	0.3801287347
1932	0.3800377189
1933	0.3799975972
1934	0.3799012657
1935	0.3797897923
1936	0.3796911978
1937	0.3795823364
1938	0.3794930931
1939	0.3794175655
1940	0.3793646836
1941	0.3792553069
1942	0.3791692792
1943	0.3790761426
1944	0.379019157
1945	0.3789187293
1946	0.3788386406
1947	0.3787331309
1948	0.3786720427
1949	0.3785927067
1950	0.3785149166
1951	0.3784189503
1952	0.3783625344
1953	0.3782941005
1954	0.3781746703
1955	0.3780737633
1956	0.3779853895
1957	0.3779369632
1958	0.3778506285
1959	0.3777561549
1960	0.3777107086
1961	0.3775726672
1962	0.3774884267
1963	0.3774130483
1964	0.377340501
1965	0.3772701982
1966	0.3772041836
1967	0.3770710974
1968	0.3770079235
1969	0.3769608188
1970	0.3769088161
1971	0.3768532565
1972	0.3767564563
1973	0.3766722649
1974	0.3765631156
1975	0.3765076471
1976	0.3764057679
1977	0.3763151252
1978	0.3762282139
1979	0.3761357696
1980	0.3760801146
1981	0.3759861702
1982	0.3759187918
1983	0.3758153321
1984	0.3757273476
1985	0.3756230883
1986	0.3755608578
1987	0.3754921949
1988	0.3753904234
1989	0.37527677
1990	0.3751522339
1991	0.3750841488
1992	0.3749682938
1993	0.3748957062
1994	0.3748301153
1995	0.3746995762
1996	0.3745873445
1997	0.3745075599
1998	0.374400702
1999	0.3742807568
2000	0.3741948873
2001	0.3741023834
2002	0.3739971811
2003	0.3739120128
2004	0.3738202679
2005	0.3737292174
2006	0.3736239669
2007	0.3735236783
2008	0.3734437254
2009	0.373364923
2010	0.3732890512
2011	0.373219285
2012	0.3731474277
2013	0.3730562022
2014	0.3729511293
2015	0.3728687736
2016	0.3727682136
2017	0.372668398
2018	0.3725736328
2019	0.3724983627
2020	0.3724082118
2021	0.372304133
2022	0.3722315756
2023	0.3721755791
2024	0.3721000863
2025	0.3719946001
2026	0.371851734
2027	0.3717587756
2028	0.371661579
2029	0.3715697144
2030	0.3714601218
2031	0.3713768047
2032	0.3712679267
2033	0.3711744509
2034	0.3710584865
2035	0.3709729195
2036	0.3709004934
2037	0.3708396102
2038	0.3707981711
2039	0.3707186795
2040	0.3706094765
2041	0.3705406956
2042	0.370473561
2043	0.3703826234
2044	0.3702923668
2045	0.3701973498
2046	0.3700927287
2047	0.369986767
2048	0.3699359126
2049	0.3698197707
2050	0.3697171344
2051	0.3696350429
2052	0.3695740471
2053	0.3695103151
2054	0.3694349431
2055	0.3693690279
2056	0.3692957584
2057	0.3692345964
2058	0.3691494848
2059	0.3690695751
2060	0.3689892176
2061	0.3689208335
2062	0.3687933613
2063	0.3687062992
2064	0.3686237223
2065	0.3685628971
2066	0.3684877887
2067	0.3683985401
2068	0.3683104682
2069	0.3681915539
2070	0.3680976269
2071	0.3680421857
2072	0.3679812425
2073	0.3679136152
2074	0.3677783666
2075	0.3676720409
2076	0.3676039627
2077	0.3675087822
2078	0.3674511934
2079	0.367339353
2080	0.3672347921
2081	0.3671625688
2082	0.3670424541
2083	0.3669557422
2084	0.3668772518
2085	0.3667893044
2086	0.3666944988
2087	0.3666008287
2088	0.3665244176
2089	0.3664618808
2090	0.3664236713
2091	0.3663479236
2092	0.3662470725
2093	0.3661994974
2094	0.3661407778
2095	0.3660247768
2096	0.3659620302
2097	0.3658921459
2098	0.3658430332
2099	0.365745167
2100	0.3656829292
2101	0.3656193566
2102	0.3654443216
2103	0.3653337829
2104	0.3652509611
2105	0.3651383548
2106	0.3650678197
2107	0.3649390502
2108	0.3649014779
2109	0.3648148964
2110	0.3647379821
2111	0.3646691829
2112	0.3645791267
2113	0.3645135678
2114	0.3644169441
2115	0.3643096386
2116	0.3642084662
2117	0.3641410255
2118	0.3640982121
2119	0.3640361827
2120	0.3639688343
2121	0.3638644714
2122	0.3637664239
2123	0.3636632443
2124	0.3635369636
2125	0.3634660838
2126	0.3633811975
2127	0.3633027057
2128	0.3632362571
2129	0.3630785492
2130	0.362974397
2131	0.362882157
2132	0.3627883745
2133	0.3626925604
2134	0.3626433732
2135	0.3625607964
2136	0.3624622634
2137	0.3623732043
2138	0.3623210796
2139	0.3622226292
2140	0.362154878
2141	0.3620592911
2142	0.3619843549
2143	0.3619091924
2144	0.3618412745
2145	0.3617207557
2146	0.3616281342
2147	0.3615246749
2148	0.3614399481
2149	0.3613426927
2150	0.3612564276
2151	0.3611527341
2152	0.3610488105
2153	0.360985038
2154	0.3609101442
2155	0.3608063867
2156	0.3607233406
2157	0.3606487179
2158	0.3605285272
2159	0.3604652497
2160	0.3603906617
2161	0.3603156982
2162	0.3602588322
2163	0.3602162732
2164	0.3601494461
2165	0.3600948605
2166	0.3600177531
2167	0.3599831811
2168	0.3598740189
2169	0.3598099278
2170	0.3597138319
2171	0.3596255721
2172	0.3595080717
2173	0.359397081
2174	0.3593351393
2175	0.3592636846
2176	0.3591945289
2177	0.3591376729
2178	0.359034723
2179	0.3589450384
2180	0.358894155
2181	0.3587691092
2182	0.3586940012
2183	0.3585705648
2184	0.3585142796
2185	0.3583875782
2186	0.3583424938
2187	0.3582622507
2188	0.3581800362
2189	0.3581197172
2190	0.3580571664
2191	0.3579810778
2192	0.3578717075
2193	0.3578032982
2194	0.3577190291
2195	0.3576004026
2196	0.3575460256
2197	0.3574409237
2198	0.3573481134
2199	0.3572722396
2200	0.3572125165
2201	0.3571510001
2202	0.3570295316
2203	0.3569222394
2204	0.3568474459
2205	0.3567985612
2206	0.3567228707
2207	0.3566350336
2208	0.3565600118
2209	0.356508541
2210	0.3564397011
2211	0.3563749339
2212	0.3562825419
2213	0.3562014479
2214	0.3561081099
2215	0.3559885931
2216	0.3559348974
2217	0.3558185459
2218	0.3557175505
2219	0.355589352
2220	0.3554940711
2221	0.3554037792
2222	0.3553181799
2223	0.3552231692
2224	0.3551919327
2225	0.3550952077
2226	0.3550125584
2227	0.354938178
2228	0.3548668334
2229	0.3547634957
2230	0.3546622685
2231	0.3545822799
2232	0.3544231887
2233	0.3543770619
2234	0.3542919833
2235	0.3541413094
2236	0.3540545587
2237	0.3539770765
2238	0.3538881831
2239	0.3538103256
2240	0.3537046445
2241	0.3536403109
2242	0.3535726403
2243	0.3534874475
2244	0.3534296476
2245	0.3533445856
2246	0.353287912
2247	0.3532209322
2248	0.3531733423
2249	0.3531222056
2250	0.3530795497
2251	0.3530033365
2252	0.3529367519
2253	0.3528566514
2254	0.3527518235
2255	0.3527073156
2256	0.352603681
2257	0.3525226244
2258	0.3524925503
2259	0.3524338783
2260	0.3523699094
2261	0.3522973405
2262	0.3522143483
2263	0.3521173416
2264	0.3520378972
2265	0.3519795743
2266	0.3519364934
2267	0.3518613352
2268	0.3517845141
2269	0.3517201049
2270	0.3516884699
2271	0.3516054709
2272	0.3514871892
2273	0.3513772138
2274	0.3513086767
2275	0.3511879855
2276	0.3510986196
2277	0.3509898719
2278	0.3509247078
2279	0.3508434001
2280	0.3507216373
2281	0.3506618354
2282	0.3505858909
2283	0.3505194357
2284	0.3504669747
2285	0.3503933259
2286	0.3502990844
2287	0.3502290304
2288	0.3501607112
2289	0.3501088868
2290	0.3500680321
2291	0.3499491868
2292	0.3498288522
2293	0.3497560112
2294	0.3497074771
2295	0.3496657675
2296	0.3495611238
2297	0.3494910208
2298	0.3494150201
2299	0.3493491997
2300	0.3492710649
2301	0.3491135537
2302	0.3490208611
2303	0.3489533975
2304	0.3488916366
2305	0.3488170138
2306	0.3487352404
2307	0.3486750203
2308	0.3486232619
2309	0.3485280831
2310	0.3484641011
2311	0.3484154887
2312	0.3483183985
2313	0.3482334762
2314	0.3481714083
2315	0.3481229268
2316	0.3480719547
2317	0.3479927731
2318	0.3479047592
2319	0.3478582956
2320	0.3477831504
2321	0.3476918995
2322	0.3475805154
2323	0.3474733856
2324	0.3473593297
2325	0.347274993
2326	0.3471706907
2327	0.3470980408
2328	0.3470378881
2329	0.3469769623
2330	0.3469217959
2331	0.3468545933
2332	0.3467927394
2333	0.3466886658
2334	0.3466124134
2335	0.3465285636
2336	0.3464687595
2337	0.34639315
2338	0.3463212186
2339	0.3462711484
2340	0.3461591275
2341	0.3460462013
2342	0.3459310024
2343	0.3458692357
2344	0.3457899631
2345	0.3457013255
2346	0.3456250032
2347	0.3455210054
2348	0.3453992829
2349	0.3453347171
2350	0.3452610798
2351	0.345151146
2352	0.3450680589
2353	0.3449548965
2354	0.3449015107
2355	0.3448051554
2356	0.3447338049
2357	0.3446495079
2358	0.3445714875
2359	0.3445084218
2360	0.3444699018
2361	0.3443853737
2362	0.3442970407
2363	0.344223746
2364	0.3441380201
2365	0.3440582078
2366	0.3439675468
2367	0.3438878836
2368	0.3437782018
2369	0.343713079
2370	0.3435996409
2371	0.3434898258
2372	0.3433983699
2373	0.3433510487
2374	0.3432923907
2375	0.3431802288
2376	0.3430753108
2377	0.343033847
2378	0.3429758422
2379	0.342892508
2380	0.3427860232
2381	0.3427083538
2382	0.3426354151
2383	0.3425119144
2384	0.342409437
2385	0.3423180332
2386	0.3421654394
2387	0.3420770325
2388	0.3419941819
2389	0.3419076121
2390	0.3418437535
2391	0.3417311103
2392	0.3416425981
2393	0.3415368377
2394	0.3414977498
2395	0.3413876086
2396	0.3412969817
2397	0.3412239681
2398	0.341154824
2399	0.3411255418
2400	0.3410711737
2401	0.3409947542
2402	0.3409120281
2403	0.3408459189
2404	0.3407845477
2405	0.3407293493
2406	0.3406383415
2407	0.3405439995
2408	0.3404778803
2409	0.3403625125
2410	0.3402551953
2411	0.3401858443
2412	0.3401094616
2413	0.3399914769
2414	0.3398962155
2415	0.3398004829
2416	0.3397311889
2417	0.3396035134
2418	0.3395365061
2419	0.3394759135
2420	0.33940665
2421	0.3393409711
2422	0.3391885535
2423	0.3390564486
2424	0.3389772003
2425	0.3388705522
2426	0.3387807609
2427	0.3386867037
2428	0.3386005474
2429	0.338535584
2430	0.3384503413
2431	0.338327413
2432	0.3382285707
2433	0.3381474696
2434	0.3380878648
2435	0.3380216468
2436	0.3379670943
2437	0.3379300061
2438	0.3378331604
2439	0.3377200122
2440	0.3376302829
2441	0.3375330748
2442	0.3374677603
2443	0.3374206504
2444	0.3373404206
2445	0.3372474997
2446	0.3371677928
2447	0.337089534
2448	0.3370045849
2449	0.3368845596
2450	0.3367929633
2451	0.3367076703
2452	0.336603408
2453	0.3365184716
2454	0.3364329018
2455	0.3363466386
2456	0.3362721885
2457	0.336208607
2458	0.3361341665
2459	0.3360861666
2460	0.3360235931
2461	0.3359459094
2462	0.3358773479
2463	0.3357998877
2464	0.3357194127
2465	0.3356386231
2466	0.3354993319
2467	0.3354497111
2468	0.3353746718
2469	0.3353026859
2470	0.3351725769
2471	0.3350922608
2472	0.3350110061
2473	0.3348711598
2474	0.3348151806
2475	0.3346932078
2476	0.3346325461
2477	0.3345698122
2478	0.3345298763
2479	0.3344492306
2480	0.3343561722
2481	0.3342838381
2482	0.3342269743
2483	0.3341750707
2484	0.3340876262
2485	0.3339848463
2486	0.3339308859
2487	0.333892879
2488	0.3338301475
2489	0.3337570109
2490	0.3336795675
2491	0.3336240161
2492	0.3335447573
2493	0.3334607778
2494	0.3333841495
2495	0.3332997487
2496	0.3332238856
2497	0.3331573992
2498	0.3330874934
2499	0.3330014602
2500	0.3329296252
2501	0.3328747932
2502	0.3327869466
2503	0.3326995825
2504	0.3326152184
2505	0.3325564311
2506	0.3324802256
2507	0.3324134767
2508	0.3323166662
2509	0.3322831106
2510	0.3321896659
2511	0.3321152588
2512	0.3319959425
2513	0.3319221882
2514	0.331867214
2515	0.3318149577
2516	0.3317418553
2517	0.3316665663
2518	0.3315954156
2519	0.3315309626
2520	0.3313951813
2521	0.3312797187
2522	0.3312159777
2523	0.3311448354
2524	0.3310961413
2525	0.3310170541
2526	0.3309610474
2527	0.3308761907
2528	0.3308159074
2529	0.3307272887
2530	0.3306711709
2531	0.3305965815
2532	0.3305027913
2533	0.3304389305
2534	0.3303826645
2535	0.3302962252
2536	0.3302202017
2537	0.3301606372
2538	0.3300986056
2539	0.3300390801
2540	0.3299596339
2541	0.3298919122
2542	0.329845951
2543	0.3297528674
2544	0.3296934348
2545	0.3296175969
2546	0.3295244845
2547	0.3294463272
2548	0.3293654653
2549	0.3292756245
2550	0.3292127595
2551	0.3290942348
2552	0.3290235525
2553	0.3289729092
2554	0.3289076802
2555	0.328803424
2556	0.3286857706
2557	0.3286212472
2558	0.3285754793
2559	0.3285294982
2560	0.3284332825
2561	0.3283716666
2562	0.3282922614
2563	0.3282346727
2564	0.3281718497
2565	0.328092437
2566	0.3280133317
2567	0.3279165689
2568	0.3278360639
2569	0.3277564296
2570	0.3276704105
2571	0.3275663765
2572	0.3274692212
2573	0.3273720921
2574	0.327285789
2575	0.3272159547
2576	0.3271093574
2577	0.3270419044
2578	0.3269821523
2579	0.3269276523
2580	0.3268319932
2581	0.3267576404
2582	0.3266848542
2583	0.3265958365
2584	0.3265349284
2585	0.3264597695
2586	0.3263819491
2587	0.326294218
2588	0.326196262
2589	0.3261400105
2590	0.3260798917
2591	0.326003959
2592	0.3259359338
2593	0.3258109098
2594	0.3257449181
2595	0.325617931
2596	0.3255351049
2597	0.3254617593
2598	0.3254054627
2599	0.325349056
2600	0.3252862568
2601	0.3252093336
2602	0.3251363078
2603	0.3250009412
2604	0.3249395149
2605	0.3248885447
2606	0.3247879546
2607	0.3247629729
2608	0.324678229
2609	0.3246127274
2610	0.3245420661
2611	0.3244625925
2612	0.3243971108
2613	0.3243493411
2614	0.3242690305
2615	0.3241903911
2616	0.324109124
2617	0.3240293502
2618	0.3239618884
2619	0.3239072684
2620	0.3238094186
2621	0.3237248264
2622	0.3236432295
2623	0.3235761798
2624	0.3235188002
2625	0.3234369906
2626	0.3233603444
2627	0.3232699796
2628	0.3231759731
2629	0.323092576
2630	0.3230261692
2631	0.3229590744
2632	0.322907257
2633	0.322808453
2634	0.3226997331
2635	0.3226155912
2636	0.322509726
2637	0.3223995128
2638	0.3223185582
2639	0.3222537821
2640	0.3221969174
2641	0.3220651898
2642	0.3220198239
2643	0.3219723042
2644	0.3219349182
2645	0.3218496973
2646	0.3218067586
2647	0.3217431928
2648	0.3216625078
2649	0.3215545915
2650	0.3215009998
2651	0.3214077995
2652	0.3213209562
2653	0.3212723329
2654	0.3212017419
2655	0.3211297013
2656	0.321028138
2657	0.3209475335
2658	0.320884712
2659	0.3207629905
2660	0.3206473797
2661	0.3205895814
2662	0.3205419641
2663	0.3204502234
2664	0.3204004491
2665	0.3203385769
2666	0.3202894899
2667	0.3202239785
2668	0.320143647
2669	0.3200671855
2670	0.3199660045
2671	0.3198533987
2672	0.3197639478
2673	0.3196837608
2674	0.3196112484
2675	0.3195260369
2676	0.3194612936
2677	0.3193993014
2678	0.3193386636
2679	0.3192969852
2680	0.319245153
2681	0.3191731902
2682	0.3191136697
2683	0.3190047908
2684	0.3188998558
2685	0.3188233466
2686	0.318763982
2687	0.3186756579
2688	0.3185801506
2689	0.3185177852
2690	0.3184762737
2691	0.3184206241
2692	0.3183111159
2693	0.3181915606
2694	0.3181548184
2695	0.3180691908
2696	0.317983127
2697	0.3179031741
2698	0.3178308815
2699	0.3177581177
2700	0.3176778504
2701	0.3176132993
2702	0.3175521627
2703	0.317452216
2704	0.3173474126
2705	0.3172666802
2706	0.3171803721
2707	0.3171197838
2708	0.3170654553
2709	0.3169553163
2710	0.316892064
2711	0.3167878196
2712	0.3167136807
2713	0.3166130402
2714	0.3165599122
2715	0.3165218096
2716	0.3164423242
2717	0.316394398
2718	0.3163033296
2719	0.3162216955
2720	0.3160876571
2721	0.3160239114
2722	0.3159450021
2723	0.3158751133
2724	0.3158273171
2725	0.3157681243
2726	0.3157049363
2727	0.3156757611
2728	0.3155806503
2729	0.3155144088
2730	0.3154263572
2731	0.3153761773
2732	0.3153024755
2733	0.3152263575
2734	0.3151600296
2735	0.3150725398
2736	0.3150050933
2737	0.3149586106
2738	0.3149090981
2739	0.3148547394
2740	0.3148206522
2741	0.3147498767
2742	0.3146911147
2743	0.3146299791
2744	0.3145074584
2745	0.3144705256
2746	0.3143723407
2747	0.3142917769
2748	0.3141770324
2749	0.3140832322
2750	0.3140193655
2751	0.3139143473
2752	0.3138734659
2753	0.3138338051
2754	0.3137976792
2755	0.3137228486
2756	0.3136180547
2757	0.3135303177
2758	0.3134704801
2759	0.3134300761
2760	0.3133363636
2761	0.3132715603
2762	0.3132025657
2763	0.3131506188
2764	0.3130329193
2765	0.3129614545
2766	0.3128960587
2767	0.3128067251
2768	0.312703153
2769	0.3126503843
2770	0.3125548675
2771	0.3124586455
2772	0.3123461902
2773	0.3122664661
2774	0.3121891229
2775	0.3120953892
2776	0.312018158
2777	0.3119087301
2778	0.3118536543
2779	0.3117924846
2780	0.3117060677
2781	0.3116479591
2782	0.3115693822
2783	0.3115421969
2784	0.3114852918
2785	0.3114500942
2786	0.3113693212
2787	0.3112984642
2788	0.3112419994
2789	0.3111734637
2790	0.3110811831
2791	0.3110025146
2792	0.3109690104
2793	0.3108617598
2794	0.3107661762
2795	0.3106967971
2796	0.3106159487
2797	0.3105470943
2798	0.3104976061
2799	0.3104418054
2800	0.3103735524
2801	0.3103050101
2802	0.3102175357
2803	0.3101607515
2804	0.3100944641
2805	0.3100428987
2806	0.3099941741
2807	0.3099506563
2808	0.3098659421
2809	0.309790226
2810	0.3097249467
2811	0.3096724539
2812	0.3096001666
2813	0.309519408
2814	0.3094348509
2815	0.3094019653
2816	0.309317213
2817	0.3092283109
2818	0.3091990932
2819	0.3091350497
2820	0.3090896329
2821	0.3090162231
2822	0.3089158572
2823	0.3088821228
2824	0.3087981667
2825	0.3087199629
2826	0.308683419
2827	0.3086329849
2828	0.3085406377
2829	0.3084951098
2830	0.3084656565
2831	0.308347398
2832	0.3083023968
2833	0.3082674328
2834	0.3081900225
2835	0.3081362742
2836	0.3080680981
2837	0.3080007534
2838	0.3079490303
2839	0.3078929408
2840	0.3078046881
2841	0.3077667723
2842	0.3077012127
2843	0.3076402757
2844	0.3075518341
2845	0.307463297
2846	0.3073825241
2847	0.3073313564
2848	0.3072520413
2849	0.3071964869
2850	0.3071077659
2851	0.3070633822
2852	0.3069919867
2853	0.3069384241
2854	0.306853198
2855	0.3067709515
2856	0.3067173808
2857	0.3066496662
2858	0.3065631101
2859	0.3065138827
2860	0.3064456869
2861	0.3063700103
2862	0.306252554
2863	0.3062012734
2864	0.306142155
2865	0.3060681137
2866	0.3060231109
2867	0.3059354506
2868	0.305852455
2869	0.3057923979
2870	0.3057014225
2871	0.3056614019
2872	0.3055833426
2873	0.3055180513
2874	0.3054260457
2875	0.3053219126
2876	0.3052557549
2877	0.3051913095
2878	0.3050893783
2879	0.3050143356
2880	0.3049389441
2881	0.3048742827
2882	0.3048119789
2883	0.3047603968
2884	0.3046763748
2885	0.304615844
2886	0.3045407874
2887	0.3044751633
2888	0.3044246947
2889	0.3043564169
2890	0.3042893657
2891	0.3042203036
2892	0.3041479131
2893	0.3040765421
2894	0.3040026779
2895	0.3039215179
2896	0.3038700928
2897	0.3038162621
2898	0.3037644003
2899	0.3036930716
2900	0.3036288113
2901	0.3035875686
2902	0.3034887267
2903	0.303419204
2904	0.3033263011
2905	0.3032730902
2906	0.3031933076
2907	0.3031164207
2908	0.3030796342
2909	0.3030206431
2910	0.3029630394
2911	0.3028863795
2912	0.3028520682
2913	0.3027698093
2914	0.3026759604
2915	0.30259052
2916	0.3025187486
2917	0.3024608092
2918	0.3023770432
2919	0.3023032619
2920	0.3022605
2921	0.3022010255
2922	0.302123303
2923	0.3020725273
2924	0.3019962272
2925	0.3019115381
