iter	Passed	Remaining
1666	73511	58782
1667	73555	58738
1668	73596	58692
1669	73638	58646
1670	73681	58601
1671	73723	58555
1672	73764	58509
1673	73806	58462
1674	73843	58413
1675	73880	58363
1676	73923	58318
1677	73967	58274
1678	74010	58229
1679	74053	58185
1680	74095	58138
1681	74138	58094
1682	74183	58051
1683	74229	58008
1684	74273	57963
1685	74313	57916
1686	74357	57872
1687	74401	57828
1688	74441	57781
1689	74485	57736
1690	74527	57691
1691	74565	57643
1692	74603	57593
1693	74644	57547
1694	74689	57504
1695	74733	57460
1696	74775	57414
1697	74822	57372
1698	74871	57332
1699	74914	57287
1700	74958	57243
1701	74999	57196
1702	75043	57152
1703	75085	57107
1704	75129	57062
1705	75171	57017
1706	75211	56970
1707	75254	56925
1708	75299	56882
1709	75343	56838
1710	75390	56796
1711	75433	56751
1712	75476	56706
1713	75517	56660
1714	75556	56612
1715	75601	56568
1716	75665	56539
1717	75708	56494
1718	75749	56448
1719	75790	56402
1720	75829	56354
1721	75870	56308
1722	75914	56263
1723	75955	56217
1724	76001	56175
1725	76042	56129
1726	76084	56083
1727	76130	56040
1728	76165	55990
1729	76205	55943
1730	76249	55899
1731	76315	55871
1732	76357	55825
1733	76402	55781
1734	76443	55735
1735	76485	55690
1736	76530	55646
1737	76572	55601
1738	76613	55555
1739	76656	55509
1740	76697	55463
1741	76738	55417
1742	76779	55370
1743	76821	55325
1744	76864	55280
1745	76908	55236
1746	76952	55192
1747	76996	55148
1748	77042	55106
1749	77084	55060
1750	77125	55014
1751	77166	54967
1752	77206	54921
1753	77249	54876
1754	77287	54827
1755	77326	54780
1756	77371	54736
1757	77414	54691
1758	77456	54646
1759	77498	54601
1760	77540	54555
1761	77588	54514
1762	77634	54471
1763	77682	54430
1764	77723	54384
1765	77764	54338
1766	77810	54295
1767	77871	54263
1768	77938	54235
1769	77984	54192
1770	78026	54147
1771	78066	54100
1772	78141	54077
1773	78191	54037
1774	78238	53995
1775	78286	53954
1776	78325	53906
1777	78368	53861
1778	78411	53816
1779	78455	53772
1780	78494	53725
1781	78535	53679
1782	78579	53635
1783	78621	53589
1784	78665	53545
1785	78708	53500
1786	78743	53450
1787	78786	53405
1788	78831	53362
1789	78874	53317
1790	78914	53270
1791	78958	53226
1792	79001	53181
1793	79044	53136
1794	79090	53094
1795	79134	53050
1796	79188	53012
1797	79235	52970
1798	79282	52928
1799	79326	52884
1800	79370	52839
1801	79409	52792
1802	79450	52746
1803	79492	52701
1804	79534	52656
1805	79575	52609
1806	79618	52564
1807	79661	52520
1808	79700	52472
1809	79742	52427
1810	79780	52379
1811	79824	52334
1812	79862	52286
1813	79904	52241
1814	79946	52196
1815	79987	52150
1816	80025	52102
1817	80068	52057
1818	80111	52012
1819	80155	51968
1820	80197	51923
1821	80236	51876
1822	80281	51832
1823	80325	51788
1824	80370	51745
1825	80413	51700
1826	80464	51661
1827	80506	51615
1828	80554	51574
1829	80598	51530
1830	80645	51488
1831	80684	51440
1832	80725	51394
1833	80771	51351
1834	80809	51304
1835	80855	51261
1836	80897	51215
1837	80939	51170
1838	80983	51126
1839	81029	51083
1840	81075	51041
1841	81119	50997
1842	81165	50954
1843	81206	50908
1844	81246	50861
1845	81294	50820
1846	81338	50776
1847	81380	50730
1848	81423	50686
1849	81468	50642
1850	81511	50597
1851	81556	50554
1852	81600	50510
1853	81642	50464
1854	81683	50419
1855	81724	50373
1856	81764	50326
1857	81808	50282
1858	81853	50239
1859	81896	50194
1860	81940	50150
1861	81979	50103
1862	82022	50058
1863	82064	50013
1864	82107	49968
1865	82146	49922
1866	82184	49873
1867	82226	49828
1868	82270	49784
1869	82311	49739
1870	82353	49694
1871	82392	49646
1872	82436	49602
1873	82477	49556
1874	82520	49512
1875	82563	49467
1876	82610	49425
1877	82666	49388
1878	82710	49344
1879	82751	49298
1880	82791	49252
1881	82831	49205
1882	82875	49161
1883	82917	49116
1884	82957	49070
1885	83000	49025
1886	83042	48980
1887	83087	48936
1888	83125	48889
1889	83170	48845
1890	83216	48803
1891	83260	48759
1892	83298	48711
1893	83345	48669
1894	83388	48624
1895	83429	48579
1896	83470	48533
1897	83514	48489
1898	83553	48442
1899	83594	48396
1900	83636	48351
1901	83675	48304
1902	83716	48259
1903	83759	48214
1904	83800	48168
1905	83842	48123
1906	83884	48078
1907	83921	48030
1908	83960	47983
1909	83999	47936
1910	84040	47891
1911	84083	47846
1912	84123	47800
1913	84166	47755
1914	84208	47710
1915	84250	47665
1916	84291	47620
1917	84328	47571
1918	84371	47527
1919	84412	47482
1920	84456	47438
1921	84501	47394
1922	84539	47347
1923	84583	47303
1924	84628	47259
1925	84667	47213
1926	84709	47168
1927	84750	47122
1928	84793	47078
1929	84833	47032
1930	84878	46988
1931	84916	46941
1932	84961	46898
1933	85005	46854
1934	85049	46810
1935	85091	46765
1936	85134	46720
1937	85176	46675
1938	85219	46631
1939	85260	46585
1940	85304	46541
1941	85341	46493
1942	85385	46450
1943	85426	46404
1944	85468	46359
1945	85510	46314
1946	85553	46270
1947	85602	46228
1948	85645	46184
1949	85685	46138
1950	85726	46093
1951	85766	46046
1952	85810	46002
1953	85848	45955
1954	85891	45911
1955	85934	45866
1956	85979	45823
1957	86043	45790
1958	86087	45746
1959	86127	45700
1960	86170	45656
1961	86212	45610
1962	86249	45563
1963	86290	45517
1964	86333	45473
1965	86375	45428
1966	86412	45380
1967	86452	45334
1968	86494	45289
1969	86542	45248
1970	86584	45203
1971	86629	45159
1972	86692	45125
1973	86742	45084
1974	86786	45041
1975	86822	44993
1976	86866	44949
1977	86908	44904
1978	86952	44860
1979	86994	44815
1980	87038	44771
1981	87083	44727
1982	87122	44681
1983	87166	44637
1984	87210	44593
1985	87246	44545
1986	87281	44497
1987	87323	44452
1988	87358	44404
1989	87400	44359
1990	87440	44313
1991	87484	44269
1992	87530	44226
1993	87574	44182
1994	87625	44142
1995	87680	44103
1996	87726	44061
1997	87767	44015
1998	87812	43971
1999	87853	43926
2000	87896	43882
2001	87941	43838
2002	87980	43792
2003	88023	43748
2004	88065	43703
2005	88111	43660
2006	88162	43619
2007	88209	43577
2008	88259	43536
2009	88330	43506
2010	88380	43465
2011	88419	43418
2012	88463	43374
2013	88504	43329
2014	88545	43283
2015	88584	43237
2016	88626	43192
2017	88667	43147
2018	88704	43100
2019	88747	43055
2020	88791	43011
2021	88832	42966
2022	88873	42921
2023	88914	42875
2024	88953	42829
2025	88991	42782
2026	89032	42737
2027	89074	42692
2028	89117	42648
2029	89157	42602
2030	89197	42556
2031	89239	42511
2032	89273	42463
2033	89316	42418
2034	89351	42370
2035	89394	42326
2036	89432	42279
2037	89470	42232
2038	89509	42186
2039	89551	42141
2040	89592	42096
2041	89634	42051
2042	89677	42007
2043	89717	41961
2044	89759	41917
2045	89800	41871
2046	89835	41823
2047	89872	41776
2048	89913	41731
2049	89954	41686
2050	89993	41640
2051	90034	41594
2052	90074	41549
2053	90115	41504
2054	90157	41459
2055	90197	41413
2056	90241	41369
2057	90276	41321
2058	90320	41278
2059	90361	41233
2060	90402	41187
2061	90445	41143
2062	90487	41098
2063	90529	41054
2064	90570	41008
2065	90617	40966
2066	90659	40921
2067	90700	40876
2068	90745	40833
2069	90789	40789
2070	90835	40746
2071	90876	40701
2072	90921	40658
2073	90964	40613
2074	91006	40569
2075	91046	40523
2076	91087	40478
2077	91125	40432
2078	91181	40393
2079	91230	40351
2080	91270	40306
2081	91313	40262
2082	91358	40218
2083	91403	40175
2084	91442	40129
2085	91485	40085
2086	91527	40040
2087	91570	39996
2088	91612	39951
2089	91663	39910
2090	91705	39866
2091	91748	39822
2092	91789	39776
2093	91832	39732
2094	91876	39688
2095	91920	39645
2096	91964	39601
2097	92006	39556
2098	92052	39513
2099	92092	39468
2100	92132	39422
2101	92176	39379
2102	92221	39335
2103	92265	39291
2104	92307	39247
2105	92349	39202
2106	92392	39158
2107	92437	39114
2108	92477	39069
2109	92519	39024
2110	92562	38980
2111	92603	38935
2112	92649	38892
2113	92695	38849
2114	92742	38806
2115	92783	38762
2116	92823	38716
2117	92864	38671
2118	92907	38627
2119	92948	38582
2120	92992	38538
2121	93030	38492
2122	93070	38447
2123	93106	38399
2124	93152	38357
2125	93195	38312
2126	93236	38267
2127	93279	38223
2128	93316	38176
2129	93358	38132
2130	93400	38087
2131	93442	38043
2132	93487	37999
2133	93525	37953
2134	93570	37910
2135	93614	37866
2136	93654	37821
2137	93691	37774
2138	93734	37730
2139	93779	37687
2140	93821	37642
2141	93865	37598
2142	93906	37554
2143	93950	37510
2144	93993	37466
2145	94038	37422
2146	94077	37376
2147	94118	37331
2148	94158	37286
2149	94200	37242
2150	94241	37197
2151	94286	37153
2152	94330	37109
2153	94371	37065
2154	94414	37020
2155	94459	36977
2156	94502	36933
2157	94543	36888
2158	94587	36844
2159	94627	36799
2160	94666	36753
2161	94707	36709
2162	94746	36663
2163	94790	36619
2164	94827	36573
2165	94868	36528
2166	94909	36483
2167	94946	36437
2168	94987	36392
2169	95029	36347
2170	95069	36302
2171	95108	36256
2172	95148	36211
2173	95191	36167
2174	95229	36121
2175	95271	36077
2176	95315	36033
2177	95353	35987
2178	95394	35942
2179	95434	35897
2180	95480	35854
2181	95522	35809
2182	95565	35766
2183	95606	35721
2184	95644	35675
2185	95684	35630
2186	95727	35585
2187	95769	35541
2188	95810	35496
2189	95849	35451
2190	95894	35407
2191	95936	35363
2192	95978	35318
2193	96021	35275
2194	96062	35230
2195	96103	35185
2196	96144	35140
2197	96189	35097
2198	96232	35053
2199	96271	35007
2200	96316	34964
2201	96355	34919
2202	96392	34872
2203	96459	34837
2204	96508	34795
2205	96549	34750
2206	96593	34707
2207	96634	34662
2208	96677	34618
2209	96720	34574
2210	96761	34529
2211	96805	34485
2212	96848	34441
2213	96886	34396
2214	96928	34351
2215	96970	34307
2216	97013	34263
2217	97055	34218
2218	97122	34183
2219	97167	34140
2220	97209	34095
2221	97250	34050
2222	97289	34005
2223	97330	33960
2224	97372	33916
2225	97412	33871
2226	97454	33826
2227	97497	33782
2228	97542	33739
2229	97580	33693
2230	97622	33649
2231	97663	33604
2232	97705	33560
2233	97747	33515
2234	97789	33471
2235	97834	33428
2236	97877	33384
2237	97916	33338
2238	97962	33295
2239	98003	33251
2240	98045	33206
2241	98086	33162
2242	98128	33117
2243	98170	33073
2244	98214	33029
2245	98255	32985
2246	98293	32939
2247	98337	32895
2248	98376	32850
2249	98420	32806
2250	98473	32766
2251	98527	32725
2252	98577	32684
2253	98622	32640
2254	98678	32601
2255	98750	32566
2256	98798	32524
2257	98843	32480
2258	98887	32437
2259	98926	32391
2260	98970	32348
2261	99014	32304
2262	99058	32260
2263	99104	32217
2264	99147	32173
2265	99189	32129
2266	99233	32085
2267	99271	32040
2268	99317	31996
2269	99359	31952
2270	99394	31905
2271	99438	31862
2272	99481	31818
2273	99523	31773
2274	99562	31728
2275	99601	31683
2276	99642	31638
2277	99680	31593
2278	99723	31549
2279	99767	31505
2280	99809	31461
2281	99851	31416
2282	99892	31372
2283	99936	31328
2284	99974	31283
2285	100020	31240
2286	100064	31196
2287	100106	31151
2288	100148	31107
2289	100188	31062
2290	100225	31016
2291	100269	30973
2292	100306	30927
2293	100351	30884
2294	100394	30840
2295	100434	30795
2296	100474	30750
2297	100511	30704
2298	100551	30659
2299	100592	30615
2300	100634	30570
2301	100676	30526
2302	100720	30482
2303	100758	30437
2304	100803	30394
2305	100844	30349
2306	100888	30305
2307	100924	30259
2308	100966	30215
2309	101010	30171
2310	101048	30126
2311	101093	30083
2312	101135	30038
2313	101177	29994
2314	101220	29950
2315	101257	29905
2316	101300	29861
2317	101339	29815
2318	101383	29772
2319	101426	29728
2320	101468	29684
2321	101508	29639
2322	101550	29595
2323	101589	29550
2324	101632	29506
2325	101675	29462
2326	101717	29418
2327	101758	29373
2328	101795	29327
2329	101839	29284
2330	101881	29240
2331	101922	29195
2332	101959	29150
2333	102000	29105
2334	102048	29063
2335	102091	29019
2336	102133	28975
2337	102177	28931
2338	102220	28887
2339	102261	28843
2340	102301	28798
2341	102343	28754
2342	102386	28710
2343	102429	28666
2344	102471	28622
2345	102512	28577
2346	102551	28532
2347	102595	28488
2348	102637	28444
2349	102682	28401
2350	102724	28357
2351	102768	28313
2352	102806	28268
2353	102846	28223
2354	102887	28179
2355	102931	28135
2356	102972	28091
2357	103011	28046
2358	103054	28002
2359	103090	27956
2360	103131	27912
2361	103171	27867
2362	103214	27823
2363	103256	27779
2364	103298	27735
2365	103338	27690
2366	103377	27646
2367	103419	27601
2368	103460	27557
2369	103501	27513
2370	103543	27469
2371	103586	27425
2372	103629	27381
2373	103671	27337
2374	103706	27291
2375	103749	27247
2376	103794	27204
2377	103831	27158
2378	103873	27114
2379	103915	27070
2380	103958	27026
2381	103999	26982
2382	104043	26938
2383	104085	26894
2384	104124	26849
2385	104162	26804
2386	104205	26760
2387	104247	26716
2388	104292	26673
2389	104335	26629
2390	104376	26585
2391	104419	26541
2392	104459	26496
2393	104497	26451
2394	104537	26407
2395	104580	26363
2396	104619	26318
2397	104659	26274
2398	104697	26228
2399	104738	26184
2400	104781	26140
2401	104821	26096
2402	104864	26052
2403	104902	26007
2404	104944	25963
2405	104986	25919
2406	105029	25875
2407	105067	25830
2408	105111	25786
2409	105149	25741
2410	105192	25698
2411	105235	25654
2412	105276	25610
2413	105318	25566
2414	105359	25521
2415	105400	25477
2416	105439	25432
2417	105480	25388
2418	105522	25344
2419	105565	25300
2420	105608	25256
2421	105648	25212
2422	105693	25169
2423	105733	25124
2424	105777	25081
2425	105820	25037
2426	105861	24993
2427	105903	24949
2428	105943	24904
2429	105984	24860
2430	106027	24816
2431	106070	24772
2432	106111	24728
2433	106151	24684
2434	106194	24640
2435	106236	24596
2436	106280	24553
2437	106322	24509
2438	106365	24465
2439	106408	24421
2440	106451	24377
2441	106491	24333
2442	106537	24290
2443	106572	24244
2444	106619	24201
2445	106660	24157
2446	106703	24114
2447	106741	24069
2448	106785	24025
2449	106841	23984
2450	106894	23943
2451	106936	23899
2452	106975	23854
2453	107020	23811
2454	107065	23768
2455	107110	23724
2456	107154	23681
2457	107199	23637
2458	107244	23594
2459	107287	23550
2460	107324	23505
2461	107370	23462
2462	107414	23419
2463	107459	23375
2464	107525	23337
2465	107570	23293
2466	107615	23250
2467	107657	23206
2468	107699	23162
2469	107742	23118
2470	107784	23074
2471	107824	23030
2472	107862	22985
2473	107905	22941
2474	107945	22897
2475	107988	22853
2476	108029	22809
2477	108068	22764
2478	108109	22720
2479	108150	22676
2480	108190	22632
2481	108232	22588
2482	108275	22544
2483	108317	22500
2484	108360	22456
2485	108406	22413
2486	108450	22370
2487	108490	22325
2488	108527	22281
2489	108571	22237
2490	108606	22192
2491	108647	22148
2492	108691	22104
2493	108733	22060
2494	108774	22016
2495	108821	21973
2496	108867	21930
2497	108914	21887
2498	108956	21843
2499	109003	21800
2500	109052	21758
2501	109134	21722
2502	109179	21678
2503	109215	21633
2504	109260	21590
2505	109305	21547
2506	109346	21502
2507	109385	21458
2508	109429	21414
2509	109474	21371
2510	109516	21327
2511	109557	21283
2512	109597	21239
2513	109635	21194
2514	109680	21151
2515	109715	21105
2516	109757	21061
2517	109801	21018
2518	109844	20974
2519	109882	20930
2520	109924	20886
2521	109966	20842
2522	110007	20798
2523	110049	20754
2524	110085	20709
2525	110127	20665
2526	110171	20621
2527	110211	20577
2528	110256	20534
2529	110294	20489
2530	110335	20445
2531	110380	20402
2532	110422	20358
2533	110459	20313
2534	110501	20269
2535	110543	20225
2536	110580	20180
2537	110622	20137
2538	110666	20093
2539	110706	20049
2540	110745	20004
2541	110785	19960
2542	110842	19919
2543	110883	19875
2544	110924	19831
2545	110968	19787
2546	111011	19744
2547	111052	19700
2548	111094	19656
2549	111134	19611
2550	111173	19567
2551	111214	19523
2552	111254	19479
2553	111294	19435
2554	111338	19391
2555	111385	19348
2556	111429	19305
2557	111467	19260
2558	111507	19216
2559	111551	19172
2560	111592	19128
2561	111632	19084
2562	111678	19041
2563	111716	18997
2564	111760	18953
2565	111805	18910
2566	111849	18866
2567	111891	18822
2568	111932	18778
2569	111971	18734
2570	112014	18690
2571	112055	18646
2572	112097	18602
2573	112139	18559
2574	112177	18514
2575	112219	18470
2576	112260	18426
2577	112302	18383
2578	112344	18339
2579	112385	18295
2580	112424	18250
2581	112465	18207
2582	112506	18163
2583	112549	18119
2584	112593	18075
2585	112636	18032
2586	112679	17988
2587	112719	17944
2588	112761	17900
2589	112801	17856
2590	112841	17812
2591	112879	17768
2592	112920	17724
2593	112963	17680
2594	113004	17636
2595	113047	17592
2596	113089	17549
2597	113131	17505
2598	113174	17461
2599	113213	17417
2600	113257	17373
2601	113298	17330
2602	113337	17285
2603	113379	17242
2604	113418	17197
2605	113467	17155
2606	113511	17111
2607	113552	17067
2608	113590	17023
2609	113630	16979
2610	113674	16935
2611	113714	16891
2612	113755	16847
2613	113797	16804
2614	113838	16760
2615	113880	16716
2616	113926	16673
2617	113969	16629
2618	114013	16586
2619	114052	16541
2620	114092	16497
2621	114133	16453
2622	114176	16410
2623	114217	16366
2624	114256	16322
2625	114297	16278
2626	114335	16234
2627	114376	16190
2628	114417	16146
2629	114459	16102
2630	114499	16058
2631	114539	16014
2632	114579	15970
2633	114615	15926
2634	114657	15882
2635	114698	15838
2636	114738	15794
2637	114780	15750
2638	114818	15706
2639	114857	15662
2640	114900	15618
2641	114942	15575
2642	114982	15531
2643	115022	15487
2644	115063	15443
2645	115103	15399
2646	115144	15355
2647	115184	15311
2648	115224	15267
2649	115266	15223
2650	115309	15180
2651	115354	15136
2652	115393	15092
2653	115437	15049
2654	115476	15005
2655	115518	14961
2656	115555	14917
2657	115600	14874
2658	115641	14830
2659	115683	14786
2660	115726	14743
2661	115767	14699
2662	115807	14655
2663	115849	14611
2664	115888	14567
2665	115927	14523
2666	115971	14480
2667	116011	14436
2668	116051	14392
2669	116095	14348
2670	116131	14304
2671	116175	14261
2672	116215	14217
2673	116259	14173
2674	116296	14129
2675	116339	14085
2676	116379	14042
2677	116421	13998
2678	116464	13954
2679	116506	13911
2680	116549	13867
2681	116588	13823
2682	116628	13779
2683	116673	13736
2684	116718	13693
2685	116758	13649
2686	116802	13605
2687	116840	13561
2688	116883	13518
2689	116926	13474
2690	116966	13430
2691	117005	13386
2692	117050	13343
2693	117091	13299
2694	117128	13255
2695	117169	13211
2696	117232	13170
2697	117282	13128
2698	117326	13084
2699	117367	13040
2700	117410	12997
2701	117456	12954
2702	117500	12910
2703	117540	12866
2704	117575	12822
2705	117618	12778
2706	117660	12735
2707	117698	12691
2708	117741	12647
2709	117782	12604
2710	117820	12560
2711	117877	12517
2712	117930	12475
2713	117972	12431
2714	118013	12388
2715	118051	12344
2716	118096	12300
2717	118138	12257
2718	118181	12213
2719	118225	12170
2720	118260	12125
2721	118301	12082
2722	118345	12038
2723	118384	11994
2724	118424	11951
2725	118462	11907
2726	118498	11862
2727	118538	11819
2728	118581	11775
2729	118619	11731
2730	118661	11687
2731	118698	11643
2732	118737	11600
2733	118776	11556
2734	118812	11511
2735	118850	11468
2736	118889	11424
2737	118931	11380
2738	118974	11337
2739	119019	11293
2740	119062	11250
2741	119104	11206
2742	119146	11163
2743	119189	11119
2744	119236	11076
2745	119284	11033
2746	119329	10990
2747	119373	10946
2748	119419	10903
2749	119490	10862
2750	119541	10820
2751	119585	10776
2752	119625	10732
2753	119667	10689
2754	119706	10645
2755	119745	10601
2756	119788	10558
2757	119827	10514
2758	119867	10470
2759	119909	10426
2760	119950	10383
2761	119990	10339
2762	120030	10295
2763	120074	10252
2764	120112	10208
2765	120155	10165
2766	120192	10120
2767	120231	10077
2768	120275	10033
2769	120318	9990
2770	120360	9946
2771	120395	9902
2772	120432	9858
2773	120474	9815
2774	120514	9771
2775	120555	9727
2776	120598	9684
2777	120639	9640
2778	120680	9597
2779	120721	9553
2780	120760	9509
2781	120804	9466
2782	120844	9422
2783	120886	9379
2784	120926	9335
2785	120969	9291
2786	121012	9248
2787	121055	9205
2788	121095	9161
2789	121134	9117
2790	121176	9074
2791	121217	9030
2792	121259	8987
2793	121300	8943
2794	121338	8899
2795	121378	8855
2796	121421	8812
2797	121461	8768
2798	121503	8725
2799	121541	8681
2800	121583	8638
2801	121626	8594
2802	121670	8551
2803	121710	8507
2804	121751	8463
2805	121792	8420
2806	121832	8376
2807	121874	8333
2808	121916	8289
2809	121958	8246
2810	122002	8202
2811	122048	8159
2812	122090	8116
2813	122132	8072
2814	122175	8029
2815	122217	7985
2816	122258	7942
2817	122300	7898
2818	122344	7855
2819	122385	7811
2820	122427	7768
2821	122470	7724
2822	122509	7681
2823	122551	7637
2824	122590	7594
2825	122631	7550
2826	122675	7507
2827	122715	7463
2828	122756	7420
2829	122793	7376
2830	122834	7332
2831	122871	7288
2832	122912	7245
2833	122952	7201
2834	122991	7158
2835	123035	7114
2836	123077	7071
2837	123117	7027
2838	123151	6983
2839	123192	6940
2840	123236	6897
2841	123275	6853
2842	123318	6810
2843	123359	6766
2844	123398	6722
2845	123437	6679
2846	123480	6635
2847	123520	6592
2848	123561	6548
2849	123601	6505
2850	123638	6461
2851	123680	6418
2852	123724	6374
2853	123767	6331
2854	123811	6288
2855	123846	6244
2856	123890	6201
2857	123933	6157
2858	123971	6114
2859	124015	6070
2860	124054	6027
2861	124091	5983
2862	124136	5940
2863	124177	5896
2864	124219	5853
2865	124270	5810
2866	124328	5767
2867	124373	5724
2868	124413	5680
2869	124456	5637
2870	124498	5593
2871	124539	5550
2872	124575	5506
2873	124615	5463
2874	124656	5419
2875	124698	5376
2876	124741	5333
2877	124780	5289
2878	124819	5245
2879	124860	5202
2880	124900	5159
2881	124940	5115
2882	124982	5072
2883	125022	5028
2884	125063	4985
2885	125102	4941
2886	125146	4898
2887	125189	4855
2888	125230	4811
2889	125269	4768
2890	125306	4724
2891	125348	4681
2892	125390	4637
2893	125430	4594
2894	125467	4550
2895	125509	4507
2896	125546	4463
2897	125585	4420
2898	125622	4376
2899	125661	4333
2900	125702	4289
2901	125743	4246
2902	125783	4202
2903	125818	4159
2904	125857	4115
2905	125897	4072
2906	125938	4028
2907	125978	3985
2908	126018	3942
2909	126055	3898
2910	126096	3855
2911	126137	3811
2912	126176	3768
2913	126213	3724
2914	126252	3681
2915	126288	3637
2916	126326	3594
2917	126363	3551
2918	126402	3507
2919	126442	3464
2920	126482	3420
2921	126525	3377
2922	126567	3334
2923	126607	3290
2924	126648	3247
2925	126687	3203
2926	126730	3160
2927	126772	3117
2928	126812	3073
2929	126848	3030
2930	126889	2987
2931	126932	2943
2932	126974	2900
2933	127014	2857
2934	127052	2813
2935	127094	2770
2936	127139	2727
2937	127182	2683
2938	127222	2640
2939	127265	2597
2940	127305	2553
2941	127346	2510
2942	127386	2467
2943	127427	2423
2944	127468	2380
2945	127510	2337
2946	127549	2293
2947	127591	2250
2948	127627	2207
2949	127666	2163
2950	127710	2120
2951	127757	2077
2952	127802	2034
2953	127840	1990
2954	127885	1947
2955	127928	1904
2956	127969	1860
2957	128011	1817
2958	128051	1774
2959	128089	1730
2960	128134	1687
2961	128176	1644
2962	128215	1601
2963	128256	1557
2964	128299	1514
2965	128339	1471
2966	128373	1427
2967	128416	1384
2968	128452	1341
2969	128494	1297
2970	128531	1254
2971	128570	1211
2972	128609	1167
2973	128649	1124
2974	128690	1081
2975	128725	1038
2976	128763	994
2977	128806	951
2978	128851	908
2979	128894	865
2980	128935	821
2981	128978	778
2982	129017	735
2983	129057	691
2984	129097	648
2985	129134	605
2986	129174	562
2987	129216	518
2988	129258	475
2989	129297	432
2990	129336	389
2991	129379	345
2992	129415	302
2993	129455	259
2994	129493	216
2995	129533	172
2996	129580	129
2997	129618	86
2998	129666	43
2999	129716	0
